,发生时间,开关机状态,加热中,保温中,实际温度,热水量,水流量,加热剩余时间,当前设置温度,事件编号
810,2014-10-19 17:48:42,开,开,关,41°C,25%,23,12分钟,50°C,9
811,2014-10-19 17:48:44,开,开,关,41°C,25%,21,11分钟,50°C,9
812,2014-10-19 17:48:56,开,开,关,41°C,25%,22,11分钟,50°C,9
813,2014-10-19 17:49:00,开,开,关,41°C,25%,21,11分钟,50°C,9
814,2014-10-19 17:49:02,开,开,关,41°C,25%,23,11分钟,50°C,9
815,2014-10-19 17:49:06,开,开,关,41°C,25%,22,11分钟,50°C,9
816,2014-10-19 17:49:08,开,开,关,41°C,25%,23,11分钟,50°C,9
817,2014-10-19 17:49:15,开,开,关,41°C,25%,22,11分钟,50°C,9
818,2014-10-19 17:49:16,开,开,关,41°C,25%,21,11分钟,50°C,9
819,2014-10-19 17:49:21,开,开,关,41°C,25%,22,11分钟,50°C,9
820,2014-10-19 17:49:22,开,开,关,41°C,25%,21,11分钟,50°C,9
821,2014-10-19 17:49:24,开,开,关,41°C,25%,22,11分钟,50°C,9
822,2014-10-19 17:49:27,开,开,关,41°C,25%,21,11分钟,50°C,9
823,2014-10-19 17:49:35,开,开,关,41°C,25%,22,11分钟,50°C,9
824,2014-10-19 17:49:37,开,开,关,41°C,25%,17,11分钟,50°C,9
825,2014-10-19 17:49:39,开,开,关,41°C,25%,23,11分钟,50°C,9
826,2014-10-19 17:49:43,开,开,关,41°C,25%,22,14分钟,50°C,9
827,2014-10-19 17:49:45,开,开,关,40°C,25%,22,14分钟,50°C,9
828,2014-10-19 17:49:47,开,开,关,40°C,25%,22,12分钟,50°C,9
829,2014-10-19 17:49:49,开,开,关,40°C,25%,23,12分钟,50°C,9
830,2014-10-19 17:49:51,开,开,关,41°C,25%,23,12分钟,50°C,9
831,2014-10-19 17:49:53,开,开,关,41°C,25%,22,14分钟,50°C,9
832,2014-10-19 17:49:55,开,开,关,41°C,25%,23,14分钟,50°C,9
833,2014-10-19 17:49:57,开,开,关,40°C,25%,22,14分钟,50°C,9
834,2014-10-19 17:49:59,开,开,关,40°C,25%,23,14分钟,50°C,9
835,2014-10-19 17:50:01,开,开,关,40°C,25%,22,14分钟,50°C,9
836,2014-10-19 17:50:03,开,开,关,40°C,25%,17,14分钟,50°C,9
837,2014-10-19 17:50:05,开,开,关,40°C,25%,18,13分钟,50°C,9
838,2014-10-19 17:50:11,开,开,关,40°C,25%,23,13分钟,50°C,9
839,2014-10-19 17:50:13,开,开,关,40°C,25%,18,13分钟,50°C,9
840,2014-10-19 17:50:15,开,开,关,40°C,25%,25,13分钟,50°C,9
841,2014-10-19 17:50:23,开,开,关,40°C,25%,23,13分钟,50°C,9
842,2014-10-19 17:50:25,开,开,关,40°C,25%,22,13分钟,50°C,9
843,2014-10-19 17:50:27,开,开,关,40°C,25%,23,13分钟,50°C,9
844,2014-10-19 17:50:31,开,开,关,40°C,25%,22,13分钟,50°C,9
845,2014-10-19 17:50:33,开,开,关,40°C,25%,23,13分钟,50°C,9
846,2014-10-19 17:50:35,开,开,关,40°C,25%,22,13分钟,50°C,9
847,2014-10-19 17:50:41,开,开,关,40°C,25%,23,13分钟,50°C,9
848,2014-10-19 17:50:47,开,开,关,40°C,25%,22,13分钟,50°C,9
849,2014-10-19 17:50:57,开,开,关,40°C,25%,23,13分钟,50°C,9
850,2014-10-19 17:50:59,开,开,关,40°C,25%,22,13分钟,50°C,9
851,2014-10-19 17:51:01,开,开,关,40°C,25%,23,13分钟,50°C,9
852,2014-10-19 17:51:03,开,开,关,40°C,25%,22,13分钟,50°C,9
853,2014-10-19 17:51:05,开,开,关,40°C,25%,22,15分钟,50°C,9
854,2014-10-19 17:51:08,开,开,关,40°C,25%,23,15分钟,50°C,9
855,2014-10-19 17:51:11,开,开,关,39°C,25%,23,15分钟,50°C,9
856,2014-10-19 17:51:14,开,开,关,39°C,25%,22,15分钟,50°C,9
857,2014-10-19 17:51:16,开,开,关,39°C,25%,23,15分钟,50°C,9
858,2014-10-19 17:51:18,开,开,关,39°C,25%,22,15分钟,50°C,9
859,2014-10-19 17:51:30,开,开,关,39°C,25%,23,15分钟,50°C,9
860,2014-10-19 17:51:32,开,开,关,39°C,25%,22,15分钟,50°C,9
861,2014-10-19 17:51:34,开,开,关,39°C,25%,23,15分钟,50°C,9
862,2014-10-19 17:51:36,开,开,关,39°C,25%,22,15分钟,50°C,9
863,2014-10-19 17:51:38,开,开,关,39°C,25%,23,15分钟,50°C,9
864,2014-10-19 17:51:40,开,开,关,39°C,25%,21,15分钟,50°C,9
865,2014-10-19 17:51:44,开,开,关,39°C,25%,23,14分钟,50°C,9
866,2014-10-19 17:51:46,开,开,关,39°C,25%,22,14分钟,50°C,9
867,2014-10-19 17:51:54,开,开,关,39°C,25%,23,14分钟,50°C,9
868,2014-10-19 17:51:58,开,开,关,39°C,25%,22,14分钟,50°C,9
869,2014-10-19 17:52:06,开,开,关,39°C,25%,23,14分钟,50°C,9
870,2014-10-19 17:52:08,开,开,关,39°C,25%,22,14分钟,50°C,9
871,2014-10-19 17:52:16,开,开,关,39°C,25%,23,14分钟,50°C,9
872,2014-10-19 17:52:18,开,开,关,39°C,25%,22,14分钟,50°C,9
873,2014-10-19 17:52:20,开,开,关,39°C,25%,23,14分钟,50°C,9
874,2014-10-19 17:52:22,开,开,关,39°C,25%,22,14分钟,50°C,9
875,2014-10-19 17:52:28,开,开,关,39°C,25%,23,14分钟,50°C,9
876,2014-10-19 17:52:30,开,开,关,39°C,25%,23,17分钟,50°C,9
877,2014-10-19 17:52:32,开,开,关,39°C,25%,22,16分钟,50°C,9
878,2014-10-19 17:52:34,开,开,关,38°C,25%,23,16分钟,50°C,9
879,2014-10-19 17:52:36,开,开,关,38°C,25%,22,16分钟,50°C,9
880,2014-10-19 17:52:38,开,开,关,38°C,25%,23,16分钟,50°C,9
881,2014-10-19 17:52:40,开,开,关,38°C,25%,25,16分钟,50°C,9
882,2014-10-19 17:52:42,开,开,关,38°C,25%,22,15分钟,50°C,9
883,2014-10-19 17:52:44,开,开,关,38°C,25%,23,15分钟,50°C,9
884,2014-10-19 17:52:47,开,开,关,39°C,25%,22,15分钟,50°C,9
885,2014-10-19 17:52:49,开,开,关,39°C,25%,22,17分钟,50°C,9
886,2014-10-19 17:52:51,开,开,关,39°C,25%,22,16分钟,50°C,9
887,2014-10-19 17:52:57,开,开,关,38°C,25%,23,16分钟,50°C,9
888,2014-10-19 17:53:01,开,开,关,38°C,25%,22,16分钟,50°C,9
889,2014-10-19 17:53:09,开,开,关,38°C,25%,23,16分钟,50°C,9
890,2014-10-19 17:53:11,开,开,关,38°C,25%,22,16分钟,50°C,9
891,2014-10-19 17:53:23,开,开,关,38°C,25%,23,16分钟,50°C,9
892,2014-10-19 17:53:27,开,开,关,38°C,25%,23,18分钟,50°C,9
893,2014-10-19 17:53:29,开,开,关,37°C,25%,22,18分钟,50°C,9
894,2014-10-19 17:53:35,开,开,关,37°C,25%,23,18分钟,50°C,9
895,2014-10-19 17:53:37,开,开,关,37°C,25%,22,18分钟,50°C,9
896,2014-10-19 17:53:39,开,开,关,37°C,25%,23,18分钟,50°C,9
897,2014-10-19 17:53:41,开,开,关,37°C,25%,22,18分钟,50°C,9
898,2014-10-19 17:53:43,开,开,关,37°C,25%,23,18分钟,50°C,9
899,2014-10-19 17:53:45,开,开,关,37°C,25%,22,18分钟,50°C,9
900,2014-10-19 17:53:49,开,开,关,37°C,25%,23,18分钟,50°C,9
901,2014-10-19 17:53:51,开,开,关,37°C,25%,22,17分钟,50°C,9
902,2014-10-19 17:53:57,开,开,关,37°C,25%,23,17分钟,50°C,9
903,2014-10-19 17:54:01,开,开,关,37°C,25%,22,17分钟,50°C,9
904,2014-10-19 17:54:05,开,开,关,37°C,25%,22,17分钟,50°C,9
905,2014-10-19 17:54:11,开,开,关,37°C,25%,23,17分钟,50°C,9
906,2014-10-19 17:54:15,开,开,关,37°C,25%,23,19分钟,50°C,9
907,2014-10-19 17:54:17,开,开,关,36°C,25%,22,19分钟,50°C,9
908,2014-10-19 17:54:23,开,开,关,36°C,25%,23,19分钟,50°C,9
909,2014-10-19 17:54:25,开,开,关,36°C,25%,22,19分钟,50°C,9
910,2014-10-19 17:54:32,开,开,关,36°C,25%,23,19分钟,50°C,9
911,2014-10-19 17:54:36,开,开,关,36°C,25%,22,19分钟,50°C,9
912,2014-10-19 17:54:42,开,开,关,36°C,25%,23,19分钟,50°C,9
913,2014-10-19 17:54:44,开,开,关,36°C,25%,22,21分钟,50°C,9
914,2014-10-19 17:54:46,开,开,关,36°C,25%,23,21分钟,50°C,9
915,2014-10-19 17:54:50,开,开,关,35°C,25%,23,21分钟,50°C,9
916,2014-10-19 17:54:52,开,开,关,35°C,25%,22,21分钟,50°C,9
917,2014-10-19 17:54:54,开,开,关,35°C,25%,23,21分钟,50°C,9
918,2014-10-19 17:54:56,开,开,关,35°C,25%,22,21分钟,50°C,9
919,2014-10-19 17:54:58,开,开,关,35°C,25%,23,21分钟,50°C,9
920,2014-10-19 17:55:00,开,开,关,35°C,25%,22,20分钟,50°C,9
921,2014-10-19 17:55:02,开,开,关,35°C,25%,23,20分钟,50°C,9
922,2014-10-19 17:55:04,开,开,关,35°C,25%,17,20分钟,50°C,9
1025,2014-10-19 21:32:45,关,关,关,48°C,50%,26,0分钟,50°C,10
1026,2014-10-19 21:32:47,关,关,关,48°C,50%,47,0分钟,50°C,10
1027,2014-10-19 21:32:51,关,关,关,48°C,50%,48,0分钟,50°C,10
1028,2014-10-19 21:32:53,关,关,关,48°C,50%,50,0分钟,50°C,10
1029,2014-10-19 21:33:03,关,关,关,48°C,50%,48,0分钟,50°C,10
1030,2014-10-19 21:33:06,关,关,关,48°C,50%,51,0分钟,50°C,10
1031,2014-10-19 21:33:08,关,关,关,48°C,50%,50,0分钟,50°C,10
1032,2014-10-19 21:33:10,关,关,关,48°C,50%,51,0分钟,50°C,10
1033,2014-10-19 21:33:22,关,关,关,48°C,50%,50,0分钟,50°C,10
1034,2014-10-19 21:33:24,关,关,关,48°C,50%,51,0分钟,50°C,10
1035,2014-10-19 21:33:26,关,关,关,48°C,50%,50,0分钟,50°C,10
1036,2014-10-19 21:33:28,关,关,关,48°C,50%,42,0分钟,50°C,10
1037,2014-10-19 21:33:30,关,关,关,48°C,50%,43,0分钟,50°C,10
1038,2014-10-19 21:33:32,关,关,关,48°C,50%,47,0分钟,50°C,10
1039,2014-10-19 21:33:34,关,关,关,48°C,50%,48,0分钟,50°C,10
1040,2014-10-19 21:33:40,关,关,关,48°C,50%,47,0分钟,50°C,10
1041,2014-10-19 21:33:44,关,关,关,48°C,50%,46,0分钟,50°C,10
1042,2014-10-19 21:33:46,关,关,关,48°C,50%,47,0分钟,50°C,10
1043,2014-10-19 21:33:48,关,关,关,48°C,50%,56,0分钟,50°C,10
1044,2014-10-19 21:33:50,关,关,关,48°C,50%,42,0分钟,50°C,10
1045,2014-10-19 21:34:00,关,关,关,48°C,50%,40,0分钟,50°C,10
1046,2014-10-19 21:34:06,关,关,关,48°C,50%,37,0分钟,50°C,10
1047,2014-10-19 21:34:08,关,关,关,48°C,50%,38,0分钟,50°C,10
1048,2014-10-19 21:34:10,关,关,关,48°C,50%,36,0分钟,50°C,10
1049,2014-10-19 21:34:12,关,关,关,48°C,50%,37,0分钟,50°C,10
1050,2014-10-19 21:34:14,关,关,关,48°C,50%,36,0分钟,50°C,10
1051,2014-10-19 21:34:23,关,关,关,48°C,50%,37,0分钟,50°C,10
1052,2014-10-19 21:34:24,关,关,关,48°C,50%,36,0分钟,50°C,10
1053,2014-10-19 21:34:26,关,关,关,48°C,50%,33,0分钟,50°C,10
1054,2014-10-19 21:34:42,关,关,关,48°C,50%,35,0分钟,50°C,10
1055,2014-10-19 21:34:44,关,关,关,48°C,50%,33,0分钟,50°C,10
1056,2014-10-19 21:34:49,关,关,关,48°C,50%,35,0分钟,50°C,10
1057,2014-10-19 21:34:51,关,关,关,48°C,50%,36,0分钟,50°C,10
1058,2014-10-19 21:34:59,关,关,关,48°C,50%,35,0分钟,50°C,10
1059,2014-10-19 21:35:03,关,关,关,48°C,50%,36,0分钟,50°C,10
1060,2014-10-19 21:35:05,关,关,关,48°C,50%,35,0分钟,50°C,10
1061,2014-10-19 21:35:07,关,关,关,48°C,50%,23,0分钟,50°C,10
1064,2014-10-19 21:36:38,关,关,关,47°C,50%,35,0分钟,50°C,10
1065,2014-10-19 21:36:40,关,关,关,47°C,50%,33,0分钟,50°C,10
1066,2014-10-19 21:36:50,关,关,关,47°C,50%,35,0分钟,50°C,10
1067,2014-10-19 21:36:52,关,关,关,47°C,50%,36,0分钟,50°C,10
1068,2014-10-19 21:37:10,关,关,关,47°C,50%,35,0分钟,50°C,10
1069,2014-10-19 21:37:12,关,关,关,47°C,50%,36,0分钟,50°C,10
1070,2014-10-19 21:37:18,关,关,关,47°C,50%,35,0分钟,50°C,10
1071,2014-10-19 21:37:20,关,关,关,47°C,50%,36,0分钟,50°C,10
1072,2014-10-19 21:37:26,关,关,关,47°C,50%,35,0分钟,50°C,10
1073,2014-10-19 21:37:28,关,关,关,47°C,50%,36,0分钟,50°C,10
1074,2014-10-19 21:37:36,关,关,关,47°C,50%,35,0分钟,50°C,10
1075,2014-10-19 21:37:41,关,关,关,47°C,50%,36,0分钟,50°C,10
1076,2014-10-19 21:37:54,关,关,关,47°C,50%,35,0分钟,50°C,10
1077,2014-10-19 21:38:00,关,关,关,47°C,50%,36,0分钟,50°C,10
1078,2014-10-19 21:38:02,关,关,关,47°C,50%,35,0分钟,50°C,10
1079,2014-10-19 21:38:04,关,关,关,47°C,50%,36,0分钟,50°C,10
1080,2014-10-19 21:38:10,关,关,关,47°C,50%,35,0分钟,50°C,10
1081,2014-10-19 21:38:13,关,关,关,47°C,50%,36,0分钟,50°C,10
1082,2014-10-19 21:38:15,关,关,关,47°C,50%,35,0分钟,50°C,10
1083,2014-10-19 21:38:17,关,关,关,47°C,50%,36,0分钟,50°C,10
1084,2014-10-19 21:38:19,关,关,关,47°C,50%,35,0分钟,50°C,10
1085,2014-10-19 21:38:21,关,关,关,47°C,50%,36,0分钟,50°C,10
1086,2014-10-19 21:38:31,关,关,关,47°C,50%,35,0分钟,50°C,10
1087,2014-10-19 21:38:43,关,关,关,47°C,50%,36,0分钟,50°C,10
1088,2014-10-19 21:38:47,关,关,关,47°C,50%,35,0分钟,50°C,10
1089,2014-10-19 21:38:49,关,关,关,47°C,50%,36,0分钟,50°C,10
1090,2014-10-19 21:38:53,关,关,关,47°C,50%,35,0分钟,50°C,10
1091,2014-10-19 21:38:59,关,关,关,47°C,50%,36,0分钟,50°C,10
1092,2014-10-19 21:39:03,关,关,关,47°C,50%,35,0分钟,50°C,10
1093,2014-10-19 21:39:05,关,关,关,47°C,50%,36,0分钟,50°C,10
1094,2014-10-19 21:39:09,关,关,关,47°C,50%,35,0分钟,50°C,10
1095,2014-10-19 21:39:12,关,关,关,47°C,50%,36,0分钟,50°C,10
1096,2014-10-19 21:39:15,关,关,关,47°C,50%,35,0分钟,50°C,10
1097,2014-10-19 21:39:17,关,关,关,47°C,50%,36,0分钟,50°C,10
1098,2014-10-19 21:39:23,关,关,关,47°C,50%,35,0分钟,50°C,10
1099,2014-10-19 21:39:25,关,关,关,46°C,50%,36,0分钟,50°C,10
1100,2014-10-19 21:39:27,关,关,关,46°C,50%,35,0分钟,50°C,10
1101,2014-10-19 21:39:29,关,关,关,46°C,50%,36,0分钟,50°C,10
1102,2014-10-19 21:39:31,关,关,关,46°C,50%,35,0分钟,50°C,10
1103,2014-10-19 21:39:33,关,关,关,46°C,50%,36,0分钟,50°C,10
1104,2014-10-19 21:39:39,关,关,关,46°C,50%,35,0分钟,50°C,10
1105,2014-10-19 21:39:43,关,关,关,46°C,50%,36,0分钟,50°C,10
1106,2014-10-19 21:39:45,关,关,关,46°C,50%,35,0分钟,50°C,10
1107,2014-10-19 21:39:50,关,关,关,46°C,50%,36,0分钟,50°C,10
1108,2014-10-19 21:39:56,关,关,关,46°C,50%,35,0分钟,50°C,10
1109,2014-10-19 21:39:58,关,关,关,46°C,50%,36,0分钟,50°C,10
1110,2014-10-19 21:40:12,关,关,关,46°C,50%,35,0分钟,50°C,10
1111,2014-10-19 21:40:14,关,关,关,46°C,50%,36,0分钟,50°C,10
1112,2014-10-19 21:40:26,关,关,关,46°C,50%,35,0分钟,50°C,10
1113,2014-10-19 21:40:30,关,关,关,46°C,50%,36,0分钟,50°C,10
1114,2014-10-19 21:40:34,关,关,关,45°C,25%,36,0分钟,50°C,10
1115,2014-10-19 21:40:38,关,关,关,45°C,25%,35,0分钟,50°C,10
1116,2014-10-19 21:40:40,关,关,关,45°C,25%,36,0分钟,50°C,10
1117,2014-10-19 21:40:50,关,关,关,45°C,25%,35,0分钟,50°C,10
1118,2014-10-19 21:40:52,关,关,关,45°C,25%,36,0分钟,50°C,10
1119,2014-10-19 21:40:54,关,关,关,45°C,25%,35,0分钟,50°C,10
1120,2014-10-19 21:40:58,关,关,关,44°C,25%,36,0分钟,50°C,10
1121,2014-10-19 21:41:08,关,关,关,44°C,25%,35,0分钟,50°C,10
1122,2014-10-19 21:41:10,关,关,关,44°C,25%,36,0分钟,50°C,10
1123,2014-10-19 21:41:12,关,关,关,44°C,25%,35,0分钟,50°C,10
1124,2014-10-19 21:41:18,关,关,关,44°C,25%,36,0分钟,50°C,10
1125,2014-10-19 21:41:22,关,关,关,43°C,25%,35,0分钟,50°C,10
1126,2014-10-19 21:41:26,关,关,关,43°C,25%,36,0分钟,50°C,10
1127,2014-10-19 21:41:30,关,关,关,43°C,25%,35,0分钟,50°C,10
1128,2014-10-19 21:41:32,关,关,关,43°C,25%,36,0分钟,50°C,10
1129,2014-10-19 21:41:37,关,关,关,43°C,25%,35,0分钟,50°C,10
1130,2014-10-19 21:41:39,关,关,关,42°C,25%,36,0分钟,50°C,10
1131,2014-10-19 21:41:49,关,关,关,42°C,25%,35,0分钟,50°C,10
1132,2014-10-19 21:41:55,关,关,关,41°C,25%,35,0分钟,50°C,10
1133,2014-10-19 21:41:59,关,关,关,41°C,25%,36,0分钟,50°C,10
1134,2014-10-19 21:42:01,关,关,关,41°C,25%,20,0分钟,50°C,10
1139,2014-10-19 21:47:05,关,关,关,37°C,25%,8,0分钟,50°C,11
1141,2014-10-19 21:54:30,关,关,关,37°C,25%,8,0分钟,50°C,12
1143,2014-10-19 21:54:38,关,关,关,37°C,25%,8,0分钟,50°C,12
1258,2014-10-20 06:59:33,关,关,关,36°C,0%,8,0分钟,50°C,13
1345,2014-10-20 07:22:54,关,关,关,35°C,0%,33,0分钟,50°C,14
1347,2014-10-20 07:25:20,关,关,关,35°C,0%,65,0分钟,50°C,14
1348,2014-10-20 07:25:22,关,关,关,35°C,0%,21,0分钟,50°C,14
1350,2014-10-20 07:26:00,关,关,关,35°C,0%,22,0分钟,50°C,14
1351,2014-10-20 07:26:02,关,关,关,35°C,0%,10,0分钟,50°C,14
1353,2014-10-20 07:26:22,关,关,关,35°C,0%,17,0分钟,50°C,14
1354,2014-10-20 07:26:27,关,关,关,35°C,0%,31,0分钟,50°C,14
1356,2014-10-20 07:27:43,关,关,关,35°C,0%,40,0分钟,50°C,14
1357,2014-10-20 07:27:47,关,关,关,35°C,0%,56,0分钟,50°C,14
1358,2014-10-20 07:27:49,关,关,关,35°C,0%,57,0分钟,50°C,14
1359,2014-10-20 07:27:51,关,关,关,35°C,0%,56,0分钟,50°C,14
1360,2014-10-20 07:27:55,关,关,关,35°C,0%,57,0分钟,50°C,14
1361,2014-10-20 07:27:59,关,关,关,35°C,0%,66,0分钟,50°C,14
1362,2014-10-20 07:28:09,关,关,关,35°C,0%,65,0分钟,50°C,14
1363,2014-10-20 07:28:18,关,关,关,35°C,0%,63,0分钟,50°C,14
1364,2014-10-20 07:28:20,关,关,关,35°C,0%,66,0分钟,50°C,14
1365,2014-10-20 07:28:22,关,关,关,35°C,0%,65,0分钟,50°C,14
1366,2014-10-20 07:28:24,关,关,关,35°C,0%,25,0分钟,50°C,14
1368,2014-10-20 07:28:42,关,关,关,35°C,0%,56,0分钟,50°C,14
1369,2014-10-20 07:28:44,关,关,关,35°C,0%,46,0分钟,50°C,14
1371,2014-10-20 07:29:04,关,关,关,35°C,0%,53,0分钟,50°C,14
1372,2014-10-20 07:29:06,关,关,关,35°C,0%,56,0分钟,50°C,14
1373,2014-10-20 07:29:08,关,关,关,35°C,0%,60,0分钟,50°C,14
1374,2014-10-20 07:29:16,关,关,关,35°C,0%,62,0分钟,50°C,14
1375,2014-10-20 07:29:20,关,关,关,35°C,0%,61,0分钟,50°C,14
1377,2014-10-20 07:30:19,关,关,关,35°C,0%,43,0分钟,50°C,14
1378,2014-10-20 07:30:27,关,关,关,35°C,0%,57,0分钟,50°C,14
1379,2014-10-20 07:30:29,关,关,关,35°C,0%,58,0分钟,50°C,14
1380,2014-10-20 07:30:35,关,关,关,35°C,0%,57,0分钟,50°C,14
1381,2014-10-20 07:30:41,关,关,关,35°C,0%,58,0分钟,50°C,14
1382,2014-10-20 07:30:43,关,关,关,35°C,0%,57,0分钟,50°C,14
1383,2014-10-20 07:30:45,关,关,关,35°C,0%,56,0分钟,50°C,14
1384,2014-10-20 07:30:47,关,关,关,35°C,0%,58,0分钟,50°C,14
1385,2014-10-20 07:30:51,关,关,关,35°C,0%,57,0分钟,50°C,14
1386,2014-10-20 07:30:53,关,关,关,35°C,0%,58,0分钟,50°C,14
1388,2014-10-20 07:33:10,关,关,关,35°C,0%,22,0分钟,50°C,14
1389,2014-10-20 07:33:12,关,关,关,35°C,0%,61,0分钟,50°C,14
1390,2014-10-20 07:33:25,关,关,关,35°C,0%,62,0分钟,50°C,14
1391,2014-10-20 07:33:26,关,关,关,35°C,0%,61,0分钟,50°C,14
1392,2014-10-20 07:33:29,关,关,关,35°C,0%,62,0分钟,50°C,14
1393,2014-10-20 07:33:31,关,关,关,35°C,0%,61,0分钟,50°C,14
1394,2014-10-20 07:33:39,关,关,关,35°C,0%,62,0分钟,50°C,14
1395,2014-10-20 07:33:41,关,关,关,35°C,0%,63,0分钟,50°C,14
1396,2014-10-20 07:34:05,关,关,关,35°C,0%,62,0分钟,50°C,14
1397,2014-10-20 07:34:07,关,关,关,35°C,0%,61,0分钟,50°C,14
1398,2014-10-20 07:34:15,关,关,关,35°C,0%,62,0分钟,50°C,14
1399,2014-10-20 07:34:17,关,关,关,35°C,0%,63,0分钟,50°C,14
1400,2014-10-20 07:34:19,关,关,关,34°C,0%,63,0分钟,50°C,14
1401,2014-10-20 07:34:35,关,关,关,34°C,0%,62,0分钟,50°C,14
1402,2014-10-20 07:34:37,关,关,关,34°C,0%,61,0分钟,50°C,14
1403,2014-10-20 07:34:45,关,关,关,34°C,0%,62,0分钟,50°C,14
1404,2014-10-20 07:34:47,关,关,关,34°C,0%,63,0分钟,50°C,14
1405,2014-10-20 07:34:51,关,关,关,34°C,0%,62,0分钟,50°C,14
1406,2014-10-20 07:34:53,关,关,关,34°C,0%,63,0分钟,50°C,14
1407,2014-10-20 07:34:55,关,关,关,33°C,0%,63,0分钟,50°C,14
1408,2014-10-20 07:34:57,关,关,关,33°C,0%,62,0分钟,50°C,14
1409,2014-10-20 07:35:01,关,关,关,33°C,0%,63,0分钟,50°C,14
1410,2014-10-20 07:35:08,关,关,关,33°C,0%,62,0分钟,50°C,14
1411,2014-10-20 07:35:09,关,关,关,33°C,0%,63,0分钟,50°C,14
1412,2014-10-20 07:35:12,关,关,关,33°C,0%,62,0分钟,50°C,14
1413,2014-10-20 07:35:14,关,关,关,32°C,0%,62,0分钟,50°C,14
1414,2014-10-20 07:35:24,关,关,关,32°C,0%,63,0分钟,50°C,14
1415,2014-10-20 07:35:26,关,关,关,32°C,0%,62,0分钟,50°C,14
1416,2014-10-20 07:35:30,关,关,关,32°C,0%,63,0分钟,50°C,14
1417,2014-10-20 07:35:36,关,关,关,32°C,0%,62,0分钟,50°C,14
1418,2014-10-20 07:35:44,关,关,关,31°C,0%,62,0分钟,50°C,14
1419,2014-10-20 07:35:46,关,关,关,31°C,0%,65,0分钟,50°C,14
1420,2014-10-20 07:35:48,关,关,关,31°C,0%,62,0分钟,50°C,14
1421,2014-10-20 07:35:50,关,关,关,31°C,0%,63,0分钟,50°C,14
1422,2014-10-20 07:35:52,关,关,关,31°C,0%,42,0分钟,50°C,14
1424,2014-10-20 07:38:48,关,关,关,31°C,0%,8,0分钟,50°C,14
1444,2014-10-20 13:33:54,关,关,关,31°C,0%,12,0分钟,50°C,15
1445,2014-10-20 13:33:56,关,关,关,31°C,0%,11,0分钟,50°C,15
1450,2014-10-20 19:03:41,开,开,关,32°C,0%,43,24分钟,50°C,16
1451,2014-10-20 19:03:43,开,开,关,33°C,0%,45,24分钟,50°C,16
1452,2014-10-20 19:03:47,开,开,关,33°C,0%,46,24分钟,50°C,16
1453,2014-10-20 19:03:49,开,开,关,33°C,0%,52,23分钟,50°C,16
1454,2014-10-20 19:03:51,开,开,关,33°C,0%,46,23分钟,50°C,16
1455,2014-10-20 19:03:55,开,开,关,33°C,0%,51,23分钟,50°C,16
1456,2014-10-20 19:03:57,开,开,关,33°C,0%,43,23分钟,50°C,16
1457,2014-10-20 19:03:59,开,开,关,33°C,0%,52,23分钟,50°C,16
1458,2014-10-20 19:04:05,开,开,关,33°C,0%,51,23分钟,50°C,16
1459,2014-10-20 19:04:07,开,开,关,33°C,0%,52,23分钟,50°C,16
1460,2014-10-20 19:04:09,开,开,关,33°C,0%,15,23分钟,50°C,16
1481,2014-10-20 19:13:45,开,开,关,42°C,0%,30,10分钟,50°C,17
1482,2014-10-20 19:13:51,开,开,关,42°C,0%,23,10分钟,50°C,17
1483,2014-10-20 19:13:53,开,开,关,42°C,0%,25,10分钟,50°C,17
1484,2014-10-20 19:13:57,开,开,关,42°C,0%,23,10分钟,50°C,17
1485,2014-10-20 19:13:59,开,开,关,42°C,0%,25,10分钟,50°C,17
1486,2014-10-20 19:14:03,开,开,关,42°C,0%,23,10分钟,50°C,17
1487,2014-10-20 19:14:05,开,开,关,42°C,0%,25,10分钟,50°C,17
1488,2014-10-20 19:14:07,开,开,关,42°C,0%,30,10分钟,50°C,17
1489,2014-10-20 19:14:21,开,开,关,42°C,0%,28,10分钟,50°C,17
1490,2014-10-20 19:14:27,开,开,关,42°C,0%,28,9分钟,50°C,17
1491,2014-10-20 19:14:33,开,开,关,42°C,0%,32,9分钟,50°C,17
1492,2014-10-20 19:14:35,开,开,关,42°C,0%,33,9分钟,50°C,17
1493,2014-10-20 19:14:48,开,开,关,42°C,0%,32,9分钟,50°C,17
1494,2014-10-20 19:14:52,开,开,关,42°C,0%,33,9分钟,50°C,17
1495,2014-10-20 19:15:04,开,开,关,42°C,0%,32,9分钟,50°C,17
1496,2014-10-20 19:15:06,开,开,关,42°C,0%,26,9分钟,50°C,17
1497,2014-10-20 19:15:10,开,开,关,43°C,0%,27,9分钟,50°C,17
1498,2014-10-20 19:15:12,开,开,关,43°C,0%,28,9分钟,50°C,17
1499,2014-10-20 19:15:14,开,开,关,43°C,0%,31,9分钟,50°C,17
1500,2014-10-20 19:15:18,开,开,关,43°C,0%,32,9分钟,50°C,17
1501,2014-10-20 19:15:20,开,开,关,42°C,0%,32,11分钟,50°C,17
1502,2014-10-20 19:15:22,开,开,关,42°C,0%,33,11分钟,50°C,17
1503,2014-10-20 19:15:26,开,开,关,42°C,0%,32,11分钟,50°C,17
1504,2014-10-20 19:15:28,开,开,关,42°C,0%,33,11分钟,50°C,17
1505,2014-10-20 19:15:30,开,开,关,42°C,0%,32,11分钟,50°C,17
